Srno,Address,Beds,bathroom,PropertyType,Balcony,City,BHKType
1,"1813 24th Ave Unit A, Seattle, WA 98122",2,2,Home,1,"Seattle, WA",1
2,"9518 Interlake Ave N, Seattle, WA 98103",3,2,Home,1,"Seattle, WA",1
3,"1817 24th Ave Unit A, Seattle, WA 98122",3,3,Home,1,"Seattle, WA",1
4,"2206 28th Ave W, Seattle, WA 98199",3,1,Home,1,"Seattle, WA",1
5,"912 Martin Luther King Jr Way S, Seattle, WA 98144",2,1,Home,1,"Seattle, WA",1
6,"4245 NE 89th St, Seattle, WA 98115",2,2.5,Home,1,"Seattle, WA",1
7,"6755 25th Ave NW, Seattle, WA 98117",4,1,Home,1,"Seattle, WA",1
8,"4539 21st Ave SW, Seattle, WA 98106",2,2.5,Home,1,"Seattle, WA",1
9,"2904 W Bertona St, Seattle, WA 98199",1,3.5,Home,1,"Seattle, WA",1
10,"2911 2nd Ave #319, Seattle, WA 98121",1,2,Home,1,"Seattle, WA",1
11,"2420 Westlake Ave N #11, Seattle, WA 98109",5,1,Home,1,"Seattle, WA",1
12,"9071 Matthews Ave NE, Seattle, WA 98115",1,1,Home,1,"Seattle, WA",1
13,"7500 D 15th Ave NW, Seattle, WA 98117",4,1,Home,1,"Seattle, WA",1
14,"2033 11th Ave E, Seattle, WA 98102",5,1,Home,1,"Seattle, WA",1
15,"8418 46th Ave SW, Seattle, WA 98136",1,2.5,Home,1,"Seattle, WA",1
16,"919 2nd Ave W #205, Seattle, WA 98119",3,1,Home,1,"Seattle, WA",1
17,"7101 Highland Park Way SW, Seattle, WA 98106",3,3,Home,0,"Seattle, WA",1
18,"4457 50th Ave SW, Seattle, WA 98116",3,1,Home,0,"Seattle, WA",1
19,"4220 Evanston Ave N Unit A, Seattle, WA 98103",2,2,Home,0,"Seattle, WA",1
20,"1770 19th Ave S Unit C, Seattle, WA 98144",4,3.5,Home,0,"Seattle, WA",1
21,"12021 64th Ave S, Seattle, WA 98178",3,1,Home,0,"Seattle, WA",1
22,"2101 3rd Ave W, Seattle, WA 98119",1,2,Home,0,"Seattle, WA",1
23,"2440 Western Ave #513, Seattle, WA 98121",3,1.5,Home,0,"Seattle, WA",1
24,"3701 Magnolia Blvd W, Seattle, WA 98199",4,2,Home,0,"Seattle, WA",1
25,"2133 6th Ave W #1, Seattle, WA 98119",2,3.5,Home,0,"Seattle, WA",1
26,"9522 1st Ave NE Unit A1, Seattle, WA 98115",6,2,Home,0,"Seattle, WA",1
27,"2023 24th Ave E, Seattle, WA 98112",3,1.5,Home,0,"Seattle, WA",1
28,"545 S 111th St, Seattle, WA 98168",2,2,Home,2,"Seattle, WA",1
29,"644 NW 85th St, Seattle, WA 98117",2,1.5,Home,2,"Seattle, WA",1
30,"2172 SW Elmgrove St, Seattle, WA 98106",2,2.5,Home,2,"Seattle, WA",1
31,"2721 1st Ave #505, Seattle, WA 98121",1,2.5,Home,2,"Seattle, WA",1
32,"2960 Eastlake Ave E #312, Seattle, WA 98102",5,2.5,Home,2,"Seattle, WA",1
33,"1128 N 77th St, Seattle, WA 98103",3,1,Home,2,"Seattle, WA",1
34,"2601 46th Ave SW, Seattle, WA 98116",3,1,Home,2,"Seattle, WA",1
35,"1430 1st Ave N #4, Seattle, WA 98109",3,5,Home,2,"Seattle, WA",1
36,"1406 3rd Ave W #101, Seattle, WA 98119",2,2.5,Home,2,"Seattle, WA",1
37,"2821 2nd Ave #1504, Seattle, WA 98121",5,2,Home,2,"Seattle, WA",1
38,"10104 31st Ave SW, Seattle, WA 98146",3,2,Home,2,"Seattle, WA",1
39,"4021 Renton Ave S, Seattle, WA 98108",3,1,Home,2,"Seattle, WA",1
40,"4519 S Henderson St, Seattle, WA 98118",2,2,Home,2,"Seattle, WA",1
41,"825 NE 96th St, Seattle, WA 98115",2,2,Home,2,"Seattle, WA",1
42,"302 13th Ave E #301, Seattle, WA 98102",3,2,Home,2,"Seattle, WA",1
43,"303 13th Ave E #301, Seattle, WA 98102",1,2,Home,2,"Seattle, WA",1
44,"1703 25th Ave, Seattle, WA 98122",2,1,Home,2,"Seattle, WA",1
45,"5000 California Ave SW #305, Seattle, WA 98136",4,2,Home,2,"Seattle, WA",1
46,"2120 8th Ave N #400, Seattle, WA 98109",2,1.5,Home,2,"Seattle, WA",1
47,"823 NE 96th St, Seattle, WA 98115",3,2,Home,2,"Seattle, WA",1
48,"1140 Alki Ave SW #302, Seattle, WA 98116",2,2,Home,2,"Seattle, WA",1
49,"11214 Rainier Ave S, Seattle, WA 98178",1,3,Home,2,"Seattle, WA",1
50,"1120 Spring St #1604, Seattle, WA 98104",4,3.5,Home,2,"Seattle, WA",1
51,"1723 13th Ave S #102, Seattle, WA 98144",3,3.5,Home,2,"Seattle, WA",1
52,"1042 S Director St, Seattle, WA 98108",5,2,Home,2,"Seattle, WA",1
53,"1118 B 13th Ave, Seattle, WA 98122",3,3.5,Home,2,"Seattle, WA",1
54,"13740 42nd Ave NE, Seattle, WA 98125",1,1,Home,2,"Seattle, WA",1
55,"1547 NW 61st St, Seattle, WA 98107",3,2.5,Home,2,"Seattle, WA",1
56,"1114 17th Ave #201, Seattle, WA 98122",3,2,Home,2,"Seattle, WA",1
57,"707 18th Ave S Unit A, Seattle, WA 98144",5,2.5,Home,2,"Seattle, WA",1
58,"6006 18th Ave SW, Seattle, WA 98106",3,2,Home,2,"Seattle, WA",1
59,"6041 44th Ave SW, Seattle, WA 98136",4,3,Home,2,"Seattle, WA",1
60,"710 N 45th St Unit A, Seattle, WA 98103",2,1.5,Home,2,"Seattle, WA",1
61,"807 NE 80th St, Seattle, WA 98115",1,2,Home,2,"Seattle, WA",1
62,"1080 W Ewing Pl Unit A-3, Seattle, WA 98119",3,2,Home,2,"Seattle, WA",1
63,"57 Etruria St #1, Seattle, WA 98109",4,4,Home,2,"Seattle, WA",1
64,"3025 62nd Ave SW, Seattle, WA 98116",3,3.5,Home,2,"Seattle, WA",1
65,"2217 2nd Ave W, Seattle, WA 98119",5,1,Home,2,"Seattle, WA",1
66,"9013 A 13th Ave NW, Seattle, WA 98117",3,1,Home,2,"Seattle, WA",1
67,"916 32nd Ave S, Seattle, WA 98144",2,2,Home,2,"Seattle, WA",1
68,"9257 Densmore Ave N, Seattle, WA 98103",3,3.5,Home,2,"Seattle, WA",1
69,"14728 N Meridian St Unit B, Shoreline, WA 98133",1,2.5,Home,1,"Seattle, WA",1
70,"355 N 80th St, Seattle, WA 98103",2,1.5,Home,1,"Seattle, WA",1
71,"1525 NW 57th St #302, Seattle, WA 98107",1,3,Home,1,"Seattle, WA",1
72,"9500 Rainier Ave S #504, Seattle, WA 98118",3,2.5,Home,1,"Seattle, WA",1
73,"1420 E Pine St Unit E710, Seattle, WA 98122",2,5,Home,1,"Seattle, WA",1
74,"6006 14th Ave NW Unit B, Seattle, WA 98107",2,3,Home,1,"Seattle, WA",1
75,"9265 57th Ave S, Seattle, WA 98118",5,2.5,Home,1,"Seattle, WA",1
76,"10764 Sand Point Way NE, Seattle, WA 98125",3,3.5,Home,1,"Seattle, WA",1
77,"960 NW 96th St, Seattle, WA 98117",2,3,Home,1,"Seattle, WA",1
78,"960 NW 96th St Unit B, Seattle, WA 98117",2,2.5,Home,1,"Seattle, WA",1
79,"827 Hiawatha Pl S #612, Seattle, WA 98144",3,1,Home,1,"Seattle, WA",1
80,"147 NE 52nd St, Seattle, WA 98105",3,1,Home,1,"Seattle, WA",1
81,"7305 Milwood Ave #4, Canoga Park, CA 91303",2,1,Home,1,Los Angeles,2
82,"25481 Dodge Ave #7, Harbor City, CA 90710",2,2.5,Home,1,Los Angeles,2
83,"3014 S Norton Ave, Los Angeles, CA 90018",3,2.5,Home,1,Los Angeles,2
84,"7713 Hinds Ave, North Hollywood, CA 91605",3,3,Home,1,Los Angeles,2
85,"6607 Lindley Ave, Reseda, CA 91335",3,1,Home,1,Los Angeles,2
86,"4107 Dalton Ave, Los Angeles, CA 90062",3,1,Home,1,Los Angeles,2
87,"601 N Fuller Ave, Los Angeles, CA 90036",2,2,Home,1,Los Angeles,2
88,"1660 W 220th St #3, Torrance, CA 90501",4,3.5,Home,1,Los Angeles,2
89,"8121 Canby Ave #6, Reseda, CA 91335",5,2.5,Home,1,Los Angeles,2
90,"141 S Clark Dr #529, West Hollywood, CA 90048",4,2.5,Home,1,Los Angeles,2
91,"5102 Escobedo Dr, Woodland Hills, CA 91364",3,1,Home,1,Los Angeles,2
92,"2125 Ames St, Los Angeles, CA 90027",4,3,Home,1,Los Angeles,2
93,"457 S Lorena, Los Angeles, CA 90063",5,4,Home,1,Los Angeles,2
94,"6648 Valley Circle Blvd, West Hills, CA 91307",3,2,Home,1,Los Angeles,2
95,"455 S Lorena, Los Angeles, CA 90063",3,5,Home,1,Los Angeles,2
96,"1509 Greenfield Ave #204, Los Angeles, CA 90025",3,1.5,Home,1,Los Angeles,2
97,"6520 Tampa Ave #3, Reseda, CA 91335",3,2,Home,0,Los Angeles,2
98,"1087 S Plymouth Blvd, Los Angeles, CA 90019",8,1.5,Home,0,Los Angeles,2
99,"5745 Aldea Ave, Encino, CA 91316",3,2.5,Home,0,Los Angeles,2
100,"8408 Moorcroft Ave, West Hills, CA 91304",4,2,Home,0,Los Angeles,2
101,"1051 Via Cordova, San Pedro, CA 90732",2,3,Home,0,Los Angeles,2
102,"1515 E Martin Luther King Jr Blvd, Los Angeles, CA 90011",3,2.5,Home,0,Los Angeles,2
103,"843 S Cochran Ave, Los Angeles, CA 90036",4,1,Home,0,Los Angeles,2
104,"1155 S Grand Ave #1508, Los Angeles, CA 90015",5,3.5,Home,0,Los Angeles,2
105,"9255 Doheny Rd #1401, West Hollywood, CA 90069",3,1,Home,0,Los Angeles,2
106,"730 E 78 St, Los Angeles, CA 90001",2,3,Home,0,Los Angeles,2
107,"16230 Meadowcrest Rd, Sherman Oaks, CA 91403",2,4,Home,0,Los Angeles,2
108,"3810 Wilshire Blvd #1712, Los Angeles, CA 90010",2,4,Home,2,Los Angeles,2
109,"6616-6618 S Makee Ave, Los Angeles, CA 90001",4,2,Home,2,Los Angeles,2
110,"8601 International Ave #136, Canoga Park, CA 91304",3,7,Home,2,Los Angeles,2
111,"5349 Newcastle Ave #20, Encino, CA 91316",4,1,Home,2,Los Angeles,2
112,"20647 Lull St, Winnetka, CA 91306",2,2,Home,2,Los Angeles,2
113,"1853 Sunset Plaza Dr, Los Angeles, CA 90069",2,2,Home,2,Los Angeles,2
114,"1015 Larker Ave, Los Angeles, CA 90042",2,7.5,Home,2,Los Angeles,2
115,"740 N Kings Rd #218, West Hollywood, CA 90069",3,2.5,Home,2,Los Angeles,2
116,"14123 Valerio St, Van Nuys, CA 91405",3,1,Home,2,Los Angeles,2
117,"848 N Genesee Ave, Los Angeles, CA 90046",3,3,Home,2,Los Angeles,2
118,"2803 Cardiff Ave, Los Angeles, CA 90034",4,5.5,Home,2,Los Angeles,2
119,"20124 Phaeton Dr, Woodland Hills, CA 91364",3,2,Home,2,Los Angeles,2
120,"4432 W Kling St #4, Burbank, CA 91505",2,3,Home,2,Los Angeles,2
121,"10676 Wilkins Ave #207, Los Angeles, CA 90024",3,2.5,Home,2,Los Angeles,2
122,"1330 N Crescent Heights Blvd #1, West Hollywood, CA 90046",3,2,Home,2,Los Angeles,2
123,"9421-1/2 N Sepulveda Blvd #2, North Hills, CA 91343",5,2,Home,2,Los Angeles,2
124,"115 W 87th W, Los Angeles, CA 90003",3,2,Home,2,Los Angeles,2
125,"644 Brittania St, Los Angeles, CA 90033",2,2.5,Home,2,Los Angeles,2
126,"3235 Mcmanus Ave, Los Angeles, CA 90034",1,3,Home,2,Los Angeles,2
127,"11919 Mayfield Ave #1, Los Angeles, CA 90049",2,2,Home,2,Los Angeles,2
128,"14349 Emelita St, Van Nuys, CA 91401",2,3,Home,2,Los Angeles,2
129,"1324 Casiano Rd, Los Angeles, CA 90049",6,2.5,Home,2,Los Angeles,2
130,"13153 Community St, Sun Valley, CA 91352",3,3.5,Home,2,Los Angeles,2
131,"2222 Avenue Of The Stars #1506, Los Angeles, CA 90067",1,3.5,Home,2,Los Angeles,2
132,"212 S Woodburn Dr, Los Angeles, CA 90049",2,3.5,Home,2,Los Angeles,2
133,"2276 Elanita Dr, San Pedro, CA 90732",3,2,Home,2,Los Angeles,2
134,"22434 Itasca St, Chatsworth, CA 91311",2,3.5,Home,2,Los Angeles,2
135,"5763 Clemson St #7, Los Angeles, CA 90016",3,2,Home,2,Los Angeles,2
136,"1738 W 43rd Pl, Los Angeles, CA 90062",4,4.5,Home,2,Los Angeles,2
137,"4501 Cedros Ave #240, Sherman Oaks, CA 91403",4,1,Home,2,Los Angeles,2
138,"645 W 9th St #601, Los Angeles, CA 90015",4,4,Home,2,Los Angeles,2
139,"11819 Lindblade St, Culver City, CA 90230",3,2,Home,2,Los Angeles,2
140,"7607 Whitsett Ave, Los Angeles, CA 90001",5,1,Home,2,Los Angeles,2
141,"5223 Ventura Canyon Ave, Sherman Oaks, CA 91401",8,2,Home,2,Los Angeles,2
142,"4445 N Cartwright Ave #217, North Hollywood, CA 91602",2,2,Home,2,Los Angeles,2
143,"8970 Kramerwood Pl, Los Angeles, CA 90034",3,2,Home,2,Los Angeles,2
144,"12943 Winthrop Ave, Granada Hills, CA 91344",3,2,Home,2,Los Angeles,2
145,"12830 Burbank Blvd #114, Valley Village, CA 91607",2,2,Home,2,Los Angeles,2
146,"3302 Fryman Rd, Studio City, CA 91604",4,3,Home,2,Los Angeles,2
147,"360 Aderno Way, Pacific Palisades, CA 90272",2,2,Home,2,Los Angeles,2
148,"3306 London St, Los Angeles, CA 90026",2,4.5,Home,1,Los Angeles,2
149,"131 N Gale Dr Unit 2A, Beverly Hills, CA 90211",2,2,Home,1,Los Angeles,2
150,"18547 Clymer St, Porter Ranch, CA 91326",4,4,Home,1,Los Angeles,2
151,"9949 Amestoy Ave, Northridge, CA 91325",4,2,Home,1,Los Angeles,2
152,"5651 Denny Ave, North Hollywood, CA 91601",3,2,Home,1,Los Angeles,2
153,"20752 Nashville St, Chatsworth, CA 91311",3,2.5,Home,1,Los Angeles,2
154,"10724 Wilshire Blvd #711, Los Angeles, CA 90024",3,4,Home,1,Los Angeles,2
155,"6957 Fullbright Ave, Winnetka, CA 91306",1,3,Home,1,Los Angeles,2
156,"2915 Avenel Ter, Los Angeles, CA 90039",2,2.5,Home,1,Los Angeles,2
157,"11907 Ancona Way, Porter Ranch, CA 91326",3,2,Home,1,Los Angeles,2
158,"19300 Yolie Ln, Tarzana, CA 91356",5,3.5,Home,1,Los Angeles,2
159,"5545 Calhoun Ave, Sherman Oaks, CA 91401",3,6,Home,1,Los Angeles,2
160,"2119 Illion St, San Diego, CA 92110",3,3,condos,2,San Diego,2
161,"11130 Avenida de los Lobos, San Diego, CA 92127",3,2,condos,2,San Diego,2
162,"4019 Taos Dr, San Diego, CA 92117",2,3,condos,2,San Diego,2
163,"Sign in for address, San Diego, CA 92101",1,1,condos,2,San Diego,2
164,"Sign in for address, San Diego, CA 92116",4,2.5,condos,2,San Diego,2
165,"13864 Boquita Dr, Del Mar, CA 92014",4,1.5,condos,2,San Diego,2
166,"12 Via Montisi, Santee, CA 92071",4,3.5,condos,2,San Diego,2
167,"300 W Beech St #4, San Diego, CA 92101",3,3,condos,2,San Diego,2
168,"12987 Caminito Dosamantes, San Diego, CA 92128",3,1,condos,2,San Diego,2
169,"1643 6th Ave #417, San Diego, CA 92101",2,1,condos,2,San Diego,2
170,"2431 Palace Dr, San Diego, CA 92123",3,2.5,condos,2,San Diego,2
171,"7249 Park Village Rd, San Diego, CA 92129",2,1,condos,2,San Diego,2
172,"3950 Ohio St #535, San Diego, CA 92104",6,2,condos,2,San Diego,2
173,"7046 Park Mesa Way #39, San Diego, CA 92111",3,3,condos,2,San Diego,2
174,"1021 Scott St #218, San Diego, CA 92106",3,2,condos,2,San Diego,2
175,"3560-62 Island Ave, San Diego, CA 92102",4,2,condos,2,San Diego,2
176,"3887 Pell Pl #114, San Diego, CA 92130",4,4,condos,2,San Diego,2
177,"500 W Harbor Dr #507, San Diego, CA 92101",2,2.5,condos,2,San Diego,2
178,"17094 Castello Cir, San Diego, CA 92127",4,2,condos,2,San Diego,2
179,"6737 Friars #195, San Diego, CA 92108",3,1,condos,2,San Diego,2
180,"4455 Home Ave #4, San Diego, CA 92105",1,2,condos,2,San Diego,2
181,"12723 Savannah Creek Dr Unit 274, San Diego, CA 92128",1,2,condos,2,San Diego,2
182,"4105 Iowa St, San Diego, CA 92104",4,3,condos,2,San Diego,2
183,"1956 Hornblend St #4, San Diego, CA 92109",3,3,condos,2,San Diego,2
184,"4285 Asher St Unit 28, San Diego, CA 92110",8,2,condos,2,San Diego,2
185,"1025 Island Ave #511, San Diego, CA 92101",1,4.5,condos,2,San Diego,2
186,"4282 Robbins St, San Diego, CA 92122",4,2,condos,2,San Diego,2
187,"3550 Sunset Ln #5, San Diego, CA 92173",3,2,condos,2,San Diego,2
188,"13022 Lemon Pine Ct, San Diego, CA 92129",2,2,condos,2,San Diego,2
189,"8652 New Salem St #33, San Diego, CA 92126",3,2,condos,2,San Diego,2
190,"8531 Pinecrest Ave, San Diego, CA 92123",2,3,condos,2,San Diego,2
191,"5996 Highplace Dr, San Diego, CA 92120",2,1.5,condos,2,San Diego,2
192,"4531 Winona #1, San Diego, CA 92115",3,1,condos,2,San Diego,2
193,"1154 Atwater St, San Diego, CA 92154",4,2.5,condos,2,San Diego,2
194,"6140 Calle Mariselda #204, Tierrasanta, CA 92124",3,2,condos,2,San Diego,2
195,"7155 Calabria Ct Unit E, San Diego, CA 92122",3,5.5,condos,2,San Diego,2
196,"10435 La Vita Ct, San Diego, CA 92131",4,3,condos,2,San Diego,2
197,"12457 Ruette Alliante, San Diego, CA 92130",4,2,condos,2,San Diego,2
198,"445 Island Ave #614, San Diego, CA 92101",5,1.5,condos,2,San Diego,2
199,"10686 Briarlake Woods Dr, San Diego, CA 92130",2,2,condos,2,San Diego,2
200,"7146 Celome, San Diego, CA 92129",2,1.5,condos,2,San Diego,2
201,"1611 Hotel Cir S Unit A310, San Diego, CA 92108",4,2.5,condos,2,San Diego,2
202,"7641 Rainswept Ln, San Diego, CA 92119",3,2,condos,2,San Diego,2
203,"655 India St #320, San Diego, CA 92101",3,4,condos,2,San Diego,2
204,"16913 Laurel Hill Ln #147, San Diego, CA 92127",1,2,condos,2,San Diego,2
205,"14490 Rimgate Ct, San Diego, CA 92129",3,2,condos,2,San Diego,2
206,"5910 Rancho Mission Rd #27, San Diego, CA 92108",4,2,condos,2,San Diego,2
207,"6742 Waterman Ct, San Diego, CA 92111",3,2,condos,2,San Diego,2
208,"3950 60Th St #147, San Diego, CA 92115",2,1,condos,2,San Diego,2
209,"1080 Park Blvd Unit 617, San Diego, CA 92101",3,2,condos,2,San Diego,2
210,"370 Treewood St, San Diego, CA 92114",0,2,condos,2,San Diego,2
211,"5122 Edgeworth, San Diego, CA 92109",3,2.5,condos,2,San Diego,2
212,"15484 Paseo Ajanta, San Diego, CA 92129",5,2,condos,2,San Diego,2
213,"8030 Columbus St, San Diego, CA 92126",2,2,condos,2,San Diego,2
214,"4748 Edgeware Rd, San Diego, CA 92116",2,1,condos,2,San Diego,2
215,"9384 Black Hills Way, San Diego, CA 92129",0,1,condos,2,San Diego,2
216,"4219 44Th St #4, San Diego, CA 92115",5,2,condos,2,San Diego,2
217,"6780 Friars Rd #360, San Diego, CA 92108",2,1,condos,2,San Diego,2
218,"4625 Shoshoni Ave, San Diego, CA 92117",1,4.5,condos,2,San Diego,2
219,"1441 9TH #1102, San Diego, CA 92101",6,2,condos,2,San Diego,2
220,"5811 Cervantes Ave, San Diego, CA 92114",1,4.5,condos,2,San Diego,2
221,"415-417 W University Ave, San Diego, CA 92103",2,5.5,condos,2,San Diego,2
222,"8145-47 Helm, San Diego, CA 92114",3,2.5,condos,2,San Diego,2
223,"8104 Denali Dr, San Diego, CA 92126",3,2,condos,2,San Diego,2
224,"5171 Manhasset Dr, San Diego, CA 92115",2,2,condos,2,San Diego,2
225,"1979 Hornblend St, San Diego, CA 92109",2,4,condos,2,San Diego,2
226,"850 Beech St #1901, San Diego, CA 92101",1,1.5,condos,2,San Diego,2
227,"912 Joshua Pl, Chula Vista, CA 92154",3,2,condos,2,San Diego,2
228,"3912 Casita Way, San Diego, CA 92115",2,2.5,condos,2,San Diego,2
229,"4445 Nobel Dr #56, San Diego, CA 92122",5,2,condos,2,San Diego,2
230,"5437 Barclay Ave, San Diego, CA 92120",2,1,condos,2,San Diego,2
231,"11412 MAYAPPLE Way, San Diego, CA 92131",3,3,condos,2,San Diego,2
232,"17395 Plaza Dolores, San Diego, CA 92128",3,3,condos,2,San Diego,2
233,"5353 Aurora Summit Trl, San Diego, CA 92130",2,2.5,condos,2,San Diego,2
234,"4685 Serenata Pl, San Diego, CA 92130",4,2.5,condos,2,San Diego,2
235,"8614 Mission San Carlos Dr #62, Santee, CA 92071",1,2,condos,2,San Diego,2
236,"4067 Palmetto Way, San Diego, CA 92103",2,2,condos,2,San Diego,2
237,"9018 Chart House St, San Diego, CA 92126",3,2,condos,2,San Diego,2
238,"6289 Jeff St, San Diego, CA 92115",3,1.5,condos,2,San Diego,2
239,"6056 Portobelo Ct, San Diego, CA 92124",3,2,condos,2,San Diego,2
240,"3645 Ash St #4, San Diego, CA 92105",2,2.5,condos,2,San Diego,2
241,"4995 Rebel Rd, San Diego, CA 92117",1,1,condos,2,San Diego,2
242,"3786 Pioneer Pl, San Diego, CA 92103",4,3,condos,2,San Diego,2
243,"8655 Lepus Rd, San Diego, CA 92126",4,3,condos,2,San Diego,2
244,"920 Moana Dr, San Diego, CA 92106",4,3,condos,2,San Diego,2
245,"300 W Beech St #2, San Diego, CA 92101",3,3,condos,2,San Diego,2
246,"1605 Hotel Cir S Unit B115, San Diego, CA 92108",3,2.5,condos,2,San Diego,2
247,"3776 Alabama St #313, San Diego, CA 92104",2,2,condos,2,San Diego,2
248,"4139 Taos Dr, San Diego, CA 92117",1,1,condos,2,San Diego,2
249,"3340 Del Sol Blvd #265, San Diego, CA 92154",4,2,condos,2,San Diego,2
250,"8734 Tommy Dr, San Diego, CA 92119",2,2,condos,2,San Diego,2
251,"2920 Union St #201, San Diego, CA 92103",4,2.5,condos,2,San Diego,2
252,"10428 Whitcomb Way #119, San Diego, CA 92127",2,2,condos,2,San Diego,2
253,"1441 9Th Ave #2103, San Diego, CA 92101",3,2.5,condos,2,San Diego,2
254,"2269 Alta View Dr, San Diego, CA 92139",2,2,condos,2,San Diego,2
255,"230 20th St, San Diego, CA 92102",4,2.5,condos,2,San Diego,2
256,"13773 Caminito Anzio, San Diego, CA 92129",3,2,condos,2,San Diego,2
257,"620 State St #115, San Diego, CA 92101",2,1,condos,2,San Diego,2
258,"8206 Caminito Lacayo, La Jolla, CA 92037",1,1,condos,2,San Diego,2
259,"8270 Austin Hill Ct, San Diego, CA 92127",4,2.5,condos,2,San Diego,2
260,"935 Genter St #202, La Jolla, CA 92037",4,2.5,condos,2,San Diego,2
261,"9773 Genesee Ave, San Diego, CA 92121",1,1,condos,2,San Diego,2
262,"6322 Caminito Del Pastel, San Diego, CA 92111",3,2.5,condos,2,San Diego,2
263,"5410 Hewlett Dr, San Diego, CA 92115",2,2.5,condos,2,San Diego,2
264,"3574 Sunset Ln #102, San Ysidro, CA 92173",3,2,condos,2,San Diego,2
265,"1033 W Spruce, San Diego, CA 92103",2,2,condos,2,San Diego,2
266,"10526 Caminito Sulmona, San Diego, CA 92129",4,3.5,condos,2,San Diego,2
267,"2566 Escala Cir, San Diego, CA 92108",2,1,condos,2,San Diego,2
268,"15717 Spreckels Pl, San Diego, CA 92127",2,2.5,condos,2,San Diego,2
269,"5651 Ladybird Ln, La Jolla, CA 92037",4,2.5,condos,2,San Diego,2
